id,title,bhg_group,cluster,duration_years,bibb_url,skills,description,x,y
211,Pelzveredler/Pelzveredlerin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/3782101,,Pelzveredler/Pelzveredlerin,-205.98088353730094,280.54156734296186
212,Polster- und Dekorationsnäher/ Polster- und Dekorationsnäherin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",2.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/lkoi9807,Polster|und Dekorationsnäher/|Innendekorationsabteilungen von Warenhäusern|Anfertigen von Gardinen,"Profil der beruflichen Handlungsfähigkeit: Anfertigen von Gardinen- und Raumdekorationen, Anfertigen von Polsterbezugsteilen aus textilen Materialien und Leder, Herstellen von Bezügen und Houssen, Auswählen und Bearbeiten von Werk- und Hilfsstoffen, Einsetzen und Warten von Werkzeugen und Geräten, Durchführung von Verzierungs- und Abschlussarbeiten, Einrichten Bedienen und Instandhalten von Nähmaschinen und Bügelanlagen, Herstellen von Zuschnittschablonen und Zuschnitte unter Berücksichtigung rationeller Materialverwendung, Vorbereiten von Arbeitsabläufen, Anwenden von Informations- und Kommunikationstechniken, Erstellen von Arbeitsunterlagen, Durchführen von Messungen, Beurteilen und Dokumentieren von Arbeitsergebnissen sowie Durchführen von qualitätssichernden Maßnahmen.

Berufliche Tätigkeitsfelder: Polster- und Dekorationsnäher/-innen arbeiten in Fachbetrieben des Raumausstatterhandwerks, der Polstermöbelindustrie, in Gardinenkonfektionsnähereien und in Betrieben, die entsprechende Dienstleistungen anbieten, z.B. in Raumausstattungs-, Innendekorationsabteilungen von Warenhäusern.",130.60989556896567,-46.317993183675696
213,Polsterer/Polsterin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/230413,Sitz|Arm|und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Herstellen von Polstermöbeln oder Matratzen unter Anwendung verschiedener Polstertechniken, Auswählen und Verarbeiten von Textilien, Leder, Holz- und Holzwerkstoffen, Kunststoffen, Metallen und Hilfsstoffen nach Verwendungszweck und Wirtschaftlichkeit, Erstellen von technischen Unterlagen für den Fertigungsablauf, Einrichten, Bedienen und Instandhalten von Geräten, Maschinen und Anlagen, Zuschneiden und Nähen von Bezügen, Aufbauen des Polstergrunds sowie Herstellen und Einsetzen tragender und elastischer Teile, Herstellen von Rücken-, Sitz-, Arm- und Kissenpolstern, Auswählen und Montieren von mechanischen und elektrischen Funktionselementen, Beziehen von Polsterteilen sowie Aufteilen und Gestalten von Polsterflächen, Ausführen von Verzierungsarbeiten und Montieren von Halbfertigteilen, Lagern und Verpacken von Polstermöbeln oder Matratzen, Entwickeln und Anfertigen von Prototypen, Kommunizieren mit Mitarbeitern und Vorgesetzen, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Polsterer und Polsterinnen arbeiten hauptsächlich in den Unternehmen der Polstermöbelindustrie, zum Teil auch in der handwerklichen Polstermöbelherstellung und in Unternehmen der Raumausstattung sowie in der Matratzenherstellung.",260.2127472648487,24.96813583517127
214,Produktgestalter-Textil/ Produktgestalterin-Textil,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/45675567,Ihre Einsatzgebiete finden Produktgestalter|Textil und Produktgestalterinnen|und produktspezifischen Informationen,"Profil der beruflichen Handlungsfähigkeit: Auswählen textiler Rohstoffe und Erzeugnisse nach Verwendungszweck und Wirtschaftlichkeit, Erarbeiten technischer Unterlagen und Festlegen von Arbeitsabläufen, Beherrschen von Konstruktionstechniken und Maschinentechnologien, Anwenden unterschiedlicher Mal- und Zeichentechniken, Anwenden verschiedener Gestaltungselemente wie Farben, Strukturen und Formen, Entwickeln von Entwürfen entsprechend unterschiedlichem Verwendungszweck und Prüfen ihrer technischen Umsetzbarkeit, Übertragen und Rapportieren der Musterentwürfe in eine technische Zeichnung, Herstellen von Musterdatenträgern und Erstellen der Prototypen auf den Maschinen, Handhaben von Bildbearbeitungssystemen zur Entwurfserstellung und -modifikation, Archivieren genutzter und entworfener Muster sowie Stammdaten, Beurteilen der Qualität und Ergreifen qualitätssichernder Maßnahmen, Beachten der Grundsätze des Umweltschutzes, der Sicherheit und des Gesundheitsschutzes bei der Arbeit, Beschaffen von trend- und produktspezifischen Informationen.

Berufliche Tätigkeitsfelder: Ihre Einsatzgebiete finden Produktgestalter - Textil und Produktgestalterinnen - Textil in den Musterabteilungen der Unternehmen der Textil- und Bekleidungsindustrie und in Textilateliers, häufig sind sie auch als freischaffende Mitarbeiter tätig.",38.693934666469794,95.48653408497883
215,Produktionsmechaniker-Textil/ Produktionsmechanikerin-Textil,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/zu67zugj,und Vliesstoffindustrie|Auswählen von Werk|Betriebs|und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Auswählen von Werk-, Betriebs- und Hilfsstoffen nach Eigenschaften, Verwendungszweck und Kundenanforderungen, Erstellen und Anwenden von technischen Unterlagen, Planen und Dokumentieren von Arbeitsschritten und Arbeitsabläufen zur Herstellung von textilen Produkten, Duchführen von Qualitätsprüfungen und Bewerten der Ergebnisse, Analysieren von Mustervorlagen, Bestimmen der Konstruktionstechniken und Produktmerkmale und Erstellen von Datenträgern, Anwenden branchenspezifischer Fertigungstechniken und Erfassen von Prozesszusammenhängen, Verändern der Produkteigenschaften durch Modifizieren der Prozessparameter, Anwenden der Steuer- und Regelungstechniken, Rüsten von Produktionsmaschinen und -anlagen, Einstellen von Prozessparametern, Kontrollieren der Prozessabläufe und Einleiten von Korrekturmaßnahmen, Instandhalten der Maschinen und Anlagen und Beheben von Maschinenstörungen, Duchführen qualitätssichernder Maßnahmen, Beachten der Grundsätze der Sicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Produktionsmechaniker und Produktionsmechanikerinnen - Textil arbeiten überwiegend in den klassischen Produktionsbereichen der Textilwirtschaft, wie Webereien, Spinnereien, Stickereien und Flechtereien, in der Maschenwarenindustrie, der Tufting- und Vliesstoffindustrie.",139.73092429859148,-19.2300901510894
216,Produktprüfer-Textil,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",2.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/271006,Produktprüfer/|innen|Unterscheiden von textilen Fertigungs|und Verarbeitungsprozessen sowie Konfektions|und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Unterscheiden von textilen Fertigungs- und Verarbeitungsprozessen sowie Konfektions- und Fügetechniken, Planen und Dokumentieren der Arbeitsschritte und Arbeitsabläufe, Analysieren von Mustervorlagen, Bestimmen der Konstruktionstechniken und Produktmerkmale, Bestimmen und Klassifizieren von Oberflächen- und Konstruktionsfehlern, Anwenden von Techniken zur Beseitigung von Fehlern, Auswerten von Prüfergebnissen und Erstellen von Prüfprotokollen, Beurteilen der Qualität der Produkte, Beachten der Kundenforderungen und Bearbeiten von Reklamationen, Beachten der Grundsätze der Sicherheit bei der Arbeit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Produktprüfer/-innen - Textil werden zur Fehlererkennung und Fehlerbehebung in textilen Produktionsbereichen, in denen hochwertige Produkte hergestellt werden, eingesetzt, z. B. in Webereien, Stickereien und Strickereien und bei der Herstellung von Bekleidung.",52.60903245852119,17.341942605540808
217,Produktveredler-Textil/ Produktveredlerin-Textil,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/ui7kjou0,Produktveredler|Textil und Produktveredlerinnen|Betriebs,"Profil der beruflichen Handlungsfähigkeit: Anwenden von Textilveredlungsverfahren und Erfassen der physikalischen und chemischen Zusammenhänge, Auswählen von Prüfverfahren und -mittel und Duchführen von Qualitätsprüfungen, Feststellen physikalischer Größen, Durchführen optischer Messungen und Ermitteln von Kenndaten, Duchführen von Ansatz- und Rezepturberechnungen, Prüfen und Optimieren der Rezepte, Verändern der Produkteigenschaften durch Steuern und Regeln der Maschinen und Anlagen, Auswählen der Werk-, Betriebs- und Hilfsstoffe nach Eigenschaften, Verwendungszweck und Kundenanforderungen, Erstellen von Skizzen und Zeichnungen und Anwenden von technischen Unterlagen, Planen und Dokumentieren der Arbeitsschritte und Arbeitsabläufe zur Veredlung von textilen Produkten, Vorrichten von Maschinen und Anlagen, Einstellen der Prozessparameter, Kontrollieren der Veredlungsprozesse und Einleiten von Korrekturmaßnahmen, Instandhalten von Maschinen und Anlagen, Durchführen qualitätssichernder Maßnahmen, Berücksichtigen ökologischer und umweltgerechter Anforderungen, Beachten der Grundsätze der Sicherheit und des Gesundheitsschutzes bei der Arbeit.

Berufliche Tätigkeitsfelder: Produktveredler- Textil und Produktveredlerinnen -Textil arbeiten überwiegend in industriellen Unternehmen der Textilveredlung, vor allem in den Bereichen Appretur, Beschichtung, Druckerei und Färberei.",97.18077710357166,-54.01528046038966
218,Schuhfertiger/Schuhfertigerin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/240616,Herren|und Kinderschuhe ua Sport|und Wanderschuhe sowie Berufs|und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Herstellen von Schuhen mit industriellen Fertigungsverfahren, Auswählen und Einsetzen von Ledern und anderen Werk- und Hilfsstoffen, Festlegen von Arbeitsabläufen und Anwenden von technischen Unterlagen, Schneiden und Stanzen von Schaftteilen, Vorrichten von Schaftteilen, Steppen und Kleben von Schäften, Vorbereiten von Bodenteilen, Montieren von Schäften und Bodenteilen, Finishen und Verkaufsfertigmachen von Schuhen, Anfertigen von Leistenkopien, Ausarbeiten von Schuhmodellen, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Schuhfertiger und Schuhfertigerinnen stellen mit industriellen Fertigungsverfahren Schuhe her. Die Produktpalette umfasst Damen-, Herren- und Kinderschuhe, u.a. Sport- und Wanderschuhe sowie Berufs- und Sicherheitsschuhe. Ihr Arbeitsplatz ist überwiegend in der Produktion und in technischen Abteilungen.",164.5427796130596,53.014456165457254
219,Segelmacher/Segelmacherin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/291852,Planen und auf Plätzen für Veranstaltungen Zelte|und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Herstellen von Segeln, Bezügen, Planen, Zelten und Markisen, Auswählen von Werk- und Hilfsstoffen sowie Zubehör nach Verwendungszweck und Wirtschaftlichkeit, Planen von Arbeitsschritten und Arbeitsabläufen, Anfertigen von technischen Unterlagen, Messen und Aufschnüren von Flächen, Handhaben von Werkzeugen, Bedienen von Maschinen und Anlagen, Zuschneiden von Werk- und Hilfsstoffen, Herstellen von Profilierungen, Verbinden durch Nähen, Schweißen oder Kleben, Anbringen von Zubehör, Anschlagen von Segeln sowie Arbeiten an Rigg und Takelage, Montieren von Bezügen, Planen, Zelten und Markisen, Durchführen von Reparatur- und Wartungsarbeiten, Beraten von Kunden und Anbieten von Serviceleistungen, Beurteilen der Qualität und Ergreifen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Segelmacher und Segelmacherinnen arbeiten überwiegend in Werkstätten oder Werkhallen, in denen Segel, Bezüge, Planen, Zelte und Markisen hergestellt werden. Die Montagearbeiten finden meistens im Freien an unterschiedlichen Orten statt, z.B. auf Schiffen und Booten (Segel, Bezüge), beim Kunden (Markisen), bei Transportfirmen (LKW-Planen) und auf Plätzen für Veranstaltungen (Zelte).",160.18110675989118,65.65373902039113
220,Technischer Konfektionär/ Technische Konfektionärin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/81523,und Schutztechnik herstellen|und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Herstellen von technischer Konfektionsware z.B. für Sonnenschutz, Umweltschutz, Bautechnik, Transport- und Schutztechnik, Auswählen und verwenden von textilen Werk- und Hilfsstoffen, Folien, Verbundstoffen und Zubehör nach Einsatzgebieten und Wirtschaftlichkeit, Planen von Arbeitsschritten und Arbeitsabläufen, Anfertigen und Anwenden von technischen Unterlagen, Vorrichten, Bedienen und Überwachen von Maschinen und Anlagen, Zuschneiden von Werk- und Hilfsstoffen, Herstellen von Verbindungen durch Nähen, Schweißen und Kleben, Anbringen von Zubehör, Reparieren von technischer Konfektionsware und Zubehör, Umsetzen von Kundenanforderungen, Beurteilen der Qualität und Ergreifen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Ihren Arbeitsplatz haben Technische Konfektionäre und Technische Konfektionärinnen in Werkstätten oder Werkhallen von Unternehmen, die technische Konfektionsware für z.B. Sonnenschutz, Umweltschutz, Bautechnik, Transport- und Schutztechnik herstellen.",158.67643001831442,75.1830067514242
221,Textil- und Modenäher/ Textil- und Modenäherin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",2.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/03042015,Textil|und Modenäher und Textil|und Musterabteilungen der Unternehmen der Textil|Herren|und Kinderoberbekleidung Berufs|Sport|und Freizeitkleidung Tag|und Nachtwäsche Bade|und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Anfertigen von Bekleidungsartikeln und sonstigen textilen Artikeln anhand von technischen Anweisungen, Auswählen von textilen Werk- und Hilfsstoffen und Zubehör nach Verwendungszweck und Wirtschaftlichkeit, Zuschneiden und Fügen von Teilen, Ausführen von Näharbeitsgängen, Ausführen von Bügel- und Fixierarbeiten, Einrichten, Bedienen und Instandhalten von Werkzeugen, Geräten, Maschinen und Anlagen, rationelles Ausführen von Arbeitsgängen, Planen und Vorbereiten von Arbeitsabläufen, Bearbeiten von Schnitten und Erstellen von Schnittbildern, Anwenden von technischen Unterlagen, Erfassen des Zusammenhangs zwischen Gestaltung, Konstruktion und Verarbeitung, Kommunizieren mit Mitarbeitern und Vorgesetzen, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Textil- und Modenäher und Textil- und Modenäherinnen arbeiten vorwiegend in den Näh- und Musterabteilungen der Unternehmen der Textil- und Bekleidungsindustrie, insbesondere in den Bereichen Damen-, Herren- und Kinderoberbekleidung, Berufs-, Sport- und Freizeitkleidung, Tag- und Nachtwäsche, Bade- und Miederwaren, Kopfbedeckungen, Bekleidungszubehör, Haus- und Heimtextilien sowie in der Konfektion medizinischer und technischer Textilien.",203.20697757649285,65.90628247006644
222,Textilgestalter im Handwerk/ Textilgestalterin im Handwerk Ausbildung in Fachrichtung: – Filzen,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/tih56789,und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Gestalten und Herstellen von Klöppelspitzen, Anwenden verschiedener Klöppelspitzentechniken, Entwickeln und Gestalten von Entwürfen, Durchführen von experimentellen Spitzenarbeiten, Planen und Vorbereiten von Arbeitsabläufen, Einsetzen und Kombinieren von Werkstoffen nach Verwendungszweck und Wirtschaftlichkeit, Erstellen von technischen Unterlagen, Handhaben von Arbeitsgeräten und Werkzeugen,, Ausführen von Ecken und Runden, Umsetzen von Kantenanfängen und Kantenabschlüssen, Einarbeiten von Verbindungen und Verzierungen, Zusammenfügen und Montieren von Spitzen, Instandsetzen von Klöppelspitzen, Verkaufen und Präsentieren von Klöppelspitzen, Beraten von Kunden, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Textilgestalter/Textilgestalterinnen im Handwerk, Fachrichtung Klöppeln, arbeiten in Werkstätten, Ateliers und Unternehmen. Mögliche Arbeitsbereiche können u.a. Modeateliers, therapeutische Einrichtungen oder Theaterwerkstätten und Museen sein. Der spätere berufliche Werdegang führt oft in die Selbstständigkeit.",1048.781665052391,763.7329061165639
223,Textilgestalter im Handwerk/ Textilgestalterin im Handwerk Ausbildung in Fachrichtung: – Klöppeln,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/tih56789,und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Gestalten und Herstellen von Klöppelspitzen, Anwenden verschiedener Klöppelspitzentechniken, Entwickeln und Gestalten von Entwürfen, Durchführen von experimentellen Spitzenarbeiten, Planen und Vorbereiten von Arbeitsabläufen, Einsetzen und Kombinieren von Werkstoffen nach Verwendungszweck und Wirtschaftlichkeit, Erstellen von technischen Unterlagen, Handhaben von Arbeitsgeräten und Werkzeugen,, Ausführen von Ecken und Runden, Umsetzen von Kantenanfängen und Kantenabschlüssen, Einarbeiten von Verbindungen und Verzierungen, Zusammenfügen und Montieren von Spitzen, Instandsetzen von Klöppelspitzen, Verkaufen und Präsentieren von Klöppelspitzen, Beraten von Kunden, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Textilgestalter/Textilgestalterinnen im Handwerk, Fachrichtung Klöppeln, arbeiten in Werkstätten, Ateliers und Unternehmen. Mögliche Arbeitsbereiche können u.a. Modeateliers, therapeutische Einrichtungen oder Theaterwerkstätten und Museen sein. Der spätere berufliche Werdegang führt oft in die Selbstständigkeit.",1049.6507873001813,768.344704456186
224,Textilgestalter im Handwerk/ Textilgestalterin im Handwerk Ausbildung in Fachrichtung: – Posamentieren,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/tih56789,und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Gestalten und Herstellen von Klöppelspitzen, Anwenden verschiedener Klöppelspitzentechniken, Entwickeln und Gestalten von Entwürfen, Durchführen von experimentellen Spitzenarbeiten, Planen und Vorbereiten von Arbeitsabläufen, Einsetzen und Kombinieren von Werkstoffen nach Verwendungszweck und Wirtschaftlichkeit, Erstellen von technischen Unterlagen, Handhaben von Arbeitsgeräten und Werkzeugen,, Ausführen von Ecken und Runden, Umsetzen von Kantenanfängen und Kantenabschlüssen, Einarbeiten von Verbindungen und Verzierungen, Zusammenfügen und Montieren von Spitzen, Instandsetzen von Klöppelspitzen, Verkaufen und Präsentieren von Klöppelspitzen, Beraten von Kunden, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Textilgestalter/Textilgestalterinnen im Handwerk, Fachrichtung Klöppeln, arbeiten in Werkstätten, Ateliers und Unternehmen. Mögliche Arbeitsbereiche können u.a. Modeateliers, therapeutische Einrichtungen oder Theaterwerkstätten und Museen sein. Der spätere berufliche Werdegang führt oft in die Selbstständigkeit.",1048.7816650561394,763.7329061130685
225,Textilgestalter im Handwerk/ Textilgestalterin im Handwerk Ausbildung in Fachrichtung: – Sticken,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/tih56789,und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Gestalten und Herstellen von Klöppelspitzen, Anwenden verschiedener Klöppelspitzentechniken, Entwickeln und Gestalten von Entwürfen, Durchführen von experimentellen Spitzenarbeiten, Planen und Vorbereiten von Arbeitsabläufen, Einsetzen und Kombinieren von Werkstoffen nach Verwendungszweck und Wirtschaftlichkeit, Erstellen von technischen Unterlagen, Handhaben von Arbeitsgeräten und Werkzeugen,, Ausführen von Ecken und Runden, Umsetzen von Kantenanfängen und Kantenabschlüssen, Einarbeiten von Verbindungen und Verzierungen, Zusammenfügen und Montieren von Spitzen, Instandsetzen von Klöppelspitzen, Verkaufen und Präsentieren von Klöppelspitzen, Beraten von Kunden, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Textilgestalter/Textilgestalterinnen im Handwerk, Fachrichtung Klöppeln, arbeiten in Werkstätten, Ateliers und Unternehmen. Mögliche Arbeitsbereiche können u.a. Modeateliers, therapeutische Einrichtungen oder Theaterwerkstätten und Museen sein. Der spätere berufliche Werdegang führt oft in die Selbstständigkeit.",1048.7816650557108,763.7329061134309
226,Textilgestalter im Handwerk/ Textilgestalterin im Handwerk Ausbildung in Fachrichtung: – Stricken,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/tih56789,und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Gestalten und Herstellen von Klöppelspitzen, Anwenden verschiedener Klöppelspitzentechniken, Entwickeln und Gestalten von Entwürfen, Durchführen von experimentellen Spitzenarbeiten, Planen und Vorbereiten von Arbeitsabläufen, Einsetzen und Kombinieren von Werkstoffen nach Verwendungszweck und Wirtschaftlichkeit, Erstellen von technischen Unterlagen, Handhaben von Arbeitsgeräten und Werkzeugen,, Ausführen von Ecken und Runden, Umsetzen von Kantenanfängen und Kantenabschlüssen, Einarbeiten von Verbindungen und Verzierungen, Zusammenfügen und Montieren von Spitzen, Instandsetzen von Klöppelspitzen, Verkaufen und Präsentieren von Klöppelspitzen, Beraten von Kunden, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Textilgestalter/Textilgestalterinnen im Handwerk, Fachrichtung Klöppeln, arbeiten in Werkstätten, Ateliers und Unternehmen. Mögliche Arbeitsbereiche können u.a. Modeateliers, therapeutische Einrichtungen oder Theaterwerkstätten und Museen sein. Der spätere berufliche Werdegang führt oft in die Selbstständigkeit.",1048.7816650550317,763.7329061140688
227,Textilgestalter im Handwerk/ Textilgestalterin im Handwerk Ausbildung in Fachrichtung: – Weben,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/tih56789,und Umweltschutzes,"Profil der beruflichen Handlungsfähigkeit: Gestalten und Herstellen von Klöppelspitzen, Anwenden verschiedener Klöppelspitzentechniken, Entwickeln und Gestalten von Entwürfen, Durchführen von experimentellen Spitzenarbeiten, Planen und Vorbereiten von Arbeitsabläufen, Einsetzen und Kombinieren von Werkstoffen nach Verwendungszweck und Wirtschaftlichkeit, Erstellen von technischen Unterlagen, Handhaben von Arbeitsgeräten und Werkzeugen,, Ausführen von Ecken und Runden, Umsetzen von Kantenanfängen und Kantenabschlüssen, Einarbeiten von Verbindungen und Verzierungen, Zusammenfügen und Montieren von Spitzen, Instandsetzen von Klöppelspitzen, Verkaufen und Präsentieren von Klöppelspitzen, Beraten von Kunden, Beurteilen von Qualität und Durchführen von qualitätssichernden Maßnahmen, Beachten von Grundsätzen der Arbeitssicherheit, des Gesundheits- und Umweltschutzes.

Berufliche Tätigkeitsfelder: Textilgestalter/Textilgestalterinnen im Handwerk, Fachrichtung Klöppeln, arbeiten in Werkstätten, Ateliers und Unternehmen. Mögliche Arbeitsbereiche können u.a. Modeateliers, therapeutische Einrichtungen oder Theaterwerkstätten und Museen sein. Der spätere berufliche Werdegang führt oft in die Selbstständigkeit.",1048.7816650546404,763.7329061144509
228,Änderungsschneider/Änderungsschneiderin,Textil- und Lederberufe,"Ingenieurwesen, Produktion & Handwerk",2.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/nmhjbkhi,und Kaufhäusern,"Profil der beruflichen Handlungsfähigkeit: Ändern, Modernisieren und Reparieren von Kleidungsstücken und Heimtextilien, Annehmen von Änderungsaufträgen und Beraten der Kunden über Änderungsmöglichkeiten und Kosten, Planen der Arbeitsschritte zur Änderung von Kleidungsstücken und Heimtextilien, Durchführen von Eingangskontrollen und Disponieren der Materialien, Handhaben von Arbeitsgeräten, Maschinen und Einrichtungen, Vorbereiten von Klein- und Großstücken sowie Hilfsstoffen für Änderungen, Ausführen von Bügelarbeiten, Ausführen von Näharbeitsgängen mit Maschine und Hand, Dokumentieren der Auftrags- und Änderungsdaten, Berücksichtigung von Sicherheit und Gesundheitsschutz bei der Arbeit, Umweltschutz sowie Wirtschaftlichkeit, Durchführen von qualitätssichernden Maßnahmen.

Berufliche Tätigkeitsfelder: Änderungsschneider/ Änderungsschneiderinnen arbeiten in Änderungsateliers oder in den Konfektionsabteilungen von Mode- und Kaufhäusern.",82.41077309393407,4.350139621008823
229,Fachmann für Restaurants und Veranstaltungsgastronomie/ Fachfrau für Restaurants und Veranstal-tungsgastronomie,"Tourismus-, Hotel- und Gaststättenberufe","Gastronomie, Tourismus & Dienstleistungen",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/restfa22,und Veranstaltungswesen,"Profil der beruflichen Handlungsfähigkeit: Empfangen und Betreuen der Gäste, Beraten der Gäste über das Speisenangebot und korrespondierende Getränke, Verkaufen von Speisen und Getränke, Präsentieren und Servieren unter Berücksichtigung verschiedener Servierarten, Zubereiten von Speisen und Getränken am Tisch des Gastes, Herstellen von Heiß- und Kaltgetränken sowie von Mischgetränken, Ausschenken von Getränken, Planen und Organisieren von Veranstaltungen und Banketts und Mitwirken bei der Durchführung, Organisieren von Serviceabläufen, Planen des Personaleinsatzes und Anleiten von Mitarbeitenden, Bedienen von Reservierungs- und Kassensystemen sowie Erstellen von Abrechnungen, Umsetzen von verkaufsfördernden Maßnahmen, Annehmen und Lagern von Waren sowie Überwachen der Bestände, Umsetzen von Hygienemaßnahmen, Beachten von Nachhaltigkeitsaspekten Arbeiten im Team.

Berufliche Tätigkeitsfelder: Fachleute für Restaurants und Veranstaltungsgastronomie arbeiten insbesondere in Restaurants, Gasthöfen, Hotels, im Catering, in der Gemeinschaftsgastronomie oder im Messe- und Veranstaltungswesen.",1.506387555098588,-16.66247442318371
